Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
PUT,/booking/4026,1,0,148.91429200000061,148.91429200000061,148.91429200000061,148.91429200000061,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/4047,1,0,222.65275000000173,222.65275000000173,222.65275000000173,222.65275000000173,7.0,0.016934836038073553,0.0,220,220,220,220,220,220,220,220,220,220,220
DELETE,/booking/4053,1,0,144.78912499999907,144.78912499999907,144.78912499999907,144.78912499999907,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/booking/4060,1,0,158.76995900000423,158.76995900000423,158.76995900000423,158.76995900000423,150.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/4067,1,0,169.5293749999962,169.5293749999962,169.5293749999962,169.5293749999962,7.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
PUT,/booking/4104,1,0,204.01020899999622,204.01020899999622,204.01020899999622,204.01020899999622,180.0,0.016934836038073553,0.0,200,200,200,200,200,200,200,200,200,200,200
PUT,/booking/411,1,0,216.48854100000392,216.48854100000392,216.48854100000392,216.48854100000392,176.0,0.016934836038073553,0.0,220,220,220,220,220,220,220,220,220,220,220
DELETE,/booking/4111,1,0,164.42508400000122,164.42508400000122,164.42508400000122,164.42508400000122,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/4112,1,0,177.57016699999895,177.57016699999895,177.57016699999895,177.57016699999895,7.0,0.016934836038073553,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/4121,1,0,191.95962499999553,191.95962499999553,191.95962499999553,191.95962499999553,7.0,0.016934836038073553,0.0,190,190,190,190,190,190,190,190,190,190,190
DELETE,/booking/4132,1,0,154.94637500000152,154.94637500000152,154.94637500000152,154.94637500000152,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/4168,1,0,152.45212499999639,152.45212499999639,152.45212499999639,152.45212499999639,182.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/4170,1,0,146.4625830000017,146.4625830000017,146.4625830000017,146.4625830000017,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/4188,1,0,156.11820899999884,156.11820899999884,156.11820899999884,156.11820899999884,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/4221,1,0,167.39749999999987,167.39749999999987,167.39749999999987,167.39749999999987,7.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
PUT,/booking/4222,1,0,154.85662500000075,154.85662500000075,154.85662500000075,154.85662500000075,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/423,1,0,189.35487499999937,189.35487499999937,189.35487499999937,189.35487499999937,7.0,0.016934836038073553,0.0,190,190,190,190,190,190,190,190,190,190,190
DELETE,/booking/4233,1,0,147.58899999999642,147.58899999999642,147.58899999999642,147.58899999999642,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/4235,1,0,154.73275000000086,154.73275000000086,154.73275000000086,154.73275000000086,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/4248,1,0,143.49795799999754,143.49795799999754,143.49795799999754,143.49795799999754,150.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/425,1,0,158.40595899999954,158.40595899999954,158.40595899999954,158.40595899999954,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/4250,1,0,155.16258400000282,155.16258400000282,155.16258400000282,155.16258400000282,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/4253,1,0,279.5591659999985,279.5591659999985,279.5591659999985,279.5591659999985,182.0,0.016934836038073553,0.0,280,280,280,280,280,280,280,280,280,280,280
DELETE,/booking/4259,1,0,142.38912500000112,142.38912500000112,142.38912500000112,142.38912500000112,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/426,1,0,149.56187499999984,149.56187499999984,149.56187499999984,149.56187499999984,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/4289,1,0,176.6399170000028,176.6399170000028,176.6399170000028,176.6399170000028,150.0,0.016934836038073553,0.0,180,180,180,180,180,180,180,180,180,180,180
PUT,/booking/4322,1,0,156.4022499999993,156.4022499999993,156.4022499999993,156.4022499999993,150.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/4399,1,0,165.2972919999982,165.2972919999982,165.2972919999982,165.2972919999982,150.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/4401,1,0,154.06858299999726,154.06858299999726,154.06858299999726,154.06858299999726,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/4430,1,0,189.79379199999613,189.79379199999613,189.79379199999613,189.79379199999613,7.0,0.016934836038073553,0.0,190,190,190,190,190,190,190,190,190,190,190
PUT,/booking/444,1,0,158.92258299999895,158.92258299999895,158.92258299999895,158.92258299999895,191.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/4447,1,0,224.78137499999917,224.78137499999917,224.78137499999917,224.78137499999917,7.0,0.016934836038073553,0.0,220,220,220,220,220,220,220,220,220,220,220
PUT,/booking/4458,1,0,148.36462499999925,148.36462499999925,148.36462499999925,148.36462499999925,182.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/4491,1,0,175.02991599999973,175.02991599999973,175.02991599999973,175.02991599999973,150.0,0.016934836038073553,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/4496,1,0,225.19716699999748,225.19716699999748,225.19716699999748,225.19716699999748,7.0,0.016934836038073553,0.0,230,230,230,230,230,230,230,230,230,230,230
DELETE,/booking/450,1,0,153.17312500000213,153.17312500000213,153.17312500000213,153.17312500000213,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/4566,1,0,193.459292,193.459292,193.459292,193.459292,7.0,0.016934836038073553,0.0,190,190,190,190,190,190,190,190,190,190,190
PUT,/booking/4588,1,0,165.34970900000445,165.34970900000445,165.34970900000445,165.34970900000445,150.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/4589,1,0,152.00870799999677,152.00870799999677,152.00870799999677,152.00870799999677,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/4589,1,0,192.4927909999994,192.4927909999994,192.4927909999994,192.4927909999994,150.0,0.016934836038073553,0.0,190,190,190,190,190,190,190,190,190,190,190
DELETE,/booking/4628,1,0,151.87891600000114,151.87891600000114,151.87891600000114,151.87891600000114,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/4636,1,0,155.8052090000004,155.8052090000004,155.8052090000004,155.8052090000004,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/4650,1,0,146.86737499999936,146.86737499999936,146.86737499999936,146.86737499999936,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/4662,1,0,153.16329200000212,153.16329200000212,153.16329200000212,153.16329200000212,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/4688,1,0,155.75133299999777,155.75133299999777,155.75133299999777,155.75133299999777,150.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/4695,1,0,149.6543339999974,149.6543339999974,149.6543339999974,149.6543339999974,180.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/4722,1,0,149.6580829999985,149.6580829999985,149.6580829999985,149.6580829999985,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/473,2,0,144.3539580000035,156.7307495000012,144.3539580000035,169.10754099999892,182.0,0.033869672076147106,0.0,170,170,170,170,170,170,170,170,170,170,170
PUT,/booking/4750,1,0,220.39812500000266,220.39812500000266,220.39812500000266,220.39812500000266,150.0,0.016934836038073553,0.0,220,220,220,220,220,220,220,220,220,220,220
PUT,/booking/4786,1,0,161.53858299999513,161.53858299999513,161.53858299999513,161.53858299999513,150.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/4801,1,0,163.084333999997,163.084333999997,163.084333999997,163.084333999997,180.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/4806,1,0,148.79687500000216,148.79687500000216,148.79687500000216,148.79687500000216,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/4863,1,0,161.64708400000194,161.64708400000194,161.64708400000194,161.64708400000194,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/4905,1,0,141.70620799999512,141.70620799999512,141.70620799999512,141.70620799999512,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/4962,1,0,165.6129160000006,165.6129160000006,165.6129160000006,165.6129160000006,7.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/501,1,0,168.16137500000394,168.16137500000394,168.16137500000394,168.16137500000394,7.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/502,1,0,148.25095900000207,148.25095900000207,148.25095900000207,148.25095900000207,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/512,1,0,147.4352500000009,147.4352500000009,147.4352500000009,147.4352500000009,182.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/518,1,0,213.67866699999638,213.67866699999638,213.67866699999638,213.67866699999638,182.0,0.016934836038073553,0.0,210,210,210,210,210,210,210,210,210,210,210
PUT,/booking/520,2,0,160.0,164.51235399999752,155.34287499999877,173.6818329999963,180.0,0.033869672076147106,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/537,1,0,140.0282500000003,140.0282500000003,140.0282500000003,140.0282500000003,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/544,1,0,174.12691700000238,174.12691700000238,174.12691700000238,174.12691700000238,7.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
PUT,/booking/569,1,0,154.70120799999876,154.70120799999876,154.70120799999876,154.70120799999876,182.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/57,1,0,144.47487500000022,144.47487500000022,144.47487500000022,144.47487500000022,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/booking/57,1,0,144.0998329999985,144.0998329999985,144.0998329999985,144.0998329999985,180.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/booking/572,1,0,148.22029199999776,148.22029199999776,148.22029199999776,148.22029199999776,182.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/573,1,0,174.83025000000117,174.83025000000117,174.83025000000117,174.83025000000117,7.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/595,1,0,155.4167910000004,155.4167910000004,155.4167910000004,155.4167910000004,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/651,1,0,144.00570799999457,144.00570799999457,144.00570799999457,144.00570799999457,180.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/658,1,0,159.58262500000586,159.58262500000586,159.58262500000586,159.58262500000586,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/659,1,0,148.70558299999814,148.70558299999814,148.70558299999814,148.70558299999814,182.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/662,1,0,159.06595900000298,159.06595900000298,159.06595900000298,159.06595900000298,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/674,1,0,178.21754199999873,178.21754199999873,178.21754199999873,178.21754199999873,180.0,0.016934836038073553,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/689,1,0,148.54783299999852,148.54783299999852,148.54783299999852,148.54783299999852,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/700,1,0,148.96483400000093,148.96483400000093,148.96483400000093,148.96483400000093,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/700,1,1,156.21283300000144,156.21283300000144,156.21283300000144,156.21283300000144,18.0,0.016934836038073553,0.016934836038073553,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/702,1,0,140.9465410000017,140.9465410000017,140.9465410000017,140.9465410000017,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/706,1,0,170.24287499999957,170.24287499999957,170.24287499999957,170.24287499999957,7.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
PUT,/booking/716,1,0,147.51724999999993,147.51724999999993,147.51724999999993,147.51724999999993,180.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/720,1,0,146.23920900000087,146.23920900000087,146.23920900000087,146.23920900000087,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/726,1,0,146.60012499999908,146.60012499999908,146.60012499999908,146.60012499999908,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/73,1,0,170.1592500000011,170.1592500000011,170.1592500000011,170.1592500000011,177.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
PUT,/booking/731,1,0,144.6982090000013,144.6982090000013,144.6982090000013,144.6982090000013,180.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/booking/741,1,0,162.10600000000142,162.10600000000142,162.10600000000142,162.10600000000142,182.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/744,1,0,157.38616700000208,157.38616700000208,157.38616700000208,157.38616700000208,182.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/751,1,0,158.53845800000244,158.53845800000244,158.53845800000244,158.53845800000244,180.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/770,1,0,140.35979199999815,140.35979199999815,140.35979199999815,140.35979199999815,182.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/775,1,0,147.53908300000163,147.53908300000163,147.53908300000163,147.53908300000163,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/781,1,0,143.5517079999986,143.5517079999986,143.5517079999986,143.5517079999986,189.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/79,1,0,142.8585000000009,142.8585000000009,142.8585000000009,142.8585000000009,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/790,1,0,145.66749999999828,145.66749999999828,145.66749999999828,145.66749999999828,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/799,1,0,138.35291599999877,138.35291599999877,138.35291599999877,138.35291599999877,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/booking/814,1,0,141.71524999999986,141.71524999999986,141.71524999999986,141.71524999999986,182.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/816,1,0,214.0146670000007,214.0146670000007,214.0146670000007,214.0146670000007,7.0,0.016934836038073553,0.0,210,210,210,210,210,210,210,210,210,210,210
DELETE,/booking/824,1,0,246.9951250000051,246.9951250000051,246.9951250000051,246.9951250000051,7.0,0.016934836038073553,0.0,250,250,250,250,250,250,250,250,250,250,250
DELETE,/booking/829,1,0,145.8089170000001,145.8089170000001,145.8089170000001,145.8089170000001,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/857,1,0,150.72662500000078,150.72662500000078,150.72662500000078,150.72662500000078,180.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/874,1,0,141.9389169999974,141.9389169999974,141.9389169999974,141.9389169999974,182.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/booking/877,1,0,234.309458999995,234.309458999995,234.309458999995,234.309458999995,182.0,0.016934836038073553,0.0,230,230,230,230,230,230,230,230,230,230,230
DELETE,/booking/883,1,0,228.30220799999523,228.30220799999523,228.30220799999523,228.30220799999523,7.0,0.016934836038073553,0.0,230,230,230,230,230,230,230,230,230,230,230
DELETE,/booking/894,1,0,155.3543749999946,155.3543749999946,155.3543749999946,155.3543749999946,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/90,1,0,158.0852919999991,158.0852919999991,158.0852919999991,158.0852919999991,180.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/910,1,0,214.3135419999993,214.3135419999993,214.3135419999993,214.3135419999993,7.0,0.016934836038073553,0.0,210,210,210,210,210,210,210,210,210,210,210
PUT,/booking/912,1,0,155.9531660000033,155.9531660000033,155.9531660000033,155.9531660000033,180.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/913,1,0,195.07699999999772,195.07699999999772,195.07699999999772,195.07699999999772,182.0,0.016934836038073553,0.0,200,200,200,200,200,200,200,200,200,200,200
PUT,/booking/925,1,0,142.941792000002,142.941792000002,142.941792000002,142.941792000002,182.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/929,1,0,174.1842500000015,174.1842500000015,174.1842500000015,174.1842500000015,7.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
PUT,/booking/930,1,0,142.92766700000215,142.92766700000215,142.92766700000215,142.92766700000215,182.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/977,1,0,147.5577500000007,147.5577500000007,147.5577500000007,147.5577500000007,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/984,1,0,238.3546249999995,238.3546249999995,238.3546249999995,238.3546249999995,7.0,0.016934836038073553,0.0,240,240,240,240,240,240,240,240,240,240,240
DELETE,/booking/99,1,0,145.28287499999948,145.28287499999948,145.28287499999948,145.28287499999948,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/997,1,0,219.8504169999964,219.8504169999964,219.8504169999964,219.8504169999964,150.0,0.016934836038073553,0.0,220,220,220,220,220,220,220,220,220,220,220
,Aggregated,3198,1,150.0,168.31827292182658,135.59420800000055,797.516667,10468.587867417136,54.15760564975922,0.016934836038073553,150,160,180,210,220,230,250,260,780,800,800
